"","Date","Site","Sat","LINEAGEQA","PIXELQA","RADSATQA","SRAEROSOLQA","SRATMOSOPACITYQA","SRB1","SRB2","SRB3","SRB4","SRB5","SRB6","SRB7","SRCLOUDQA","SatDate"
"33",2008-04-02,"B1",7,2,68,0,NA,16,313,358.5,291,181,54.5,NA,57.5,36,2008-04-02
"34",2008-04-18,"B1",7,2,68,0,NA,8,330,365,301.5,203,117.5,NA,43,36,2008-04-18
"35",2008-04-25,"B1",7,1,68,0,NA,8,367.5,423.5,325.5,248.5,135.5,NA,96,32,2008-04-25
"36",2008-05-04,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-04
"37",2008-05-11,"B1",7,1,68,0,NA,8,499.5,577.5,543.5,500,418.5,NA,321,40,2008-05-11
"38",2008-05-20,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-20
"39",2008-05-27,"B1",7,1,68,0,NA,9,352.5,435,378,293,227,NA,179.5,36,2008-05-27
"40",2008-06-05,"B1",7,2,68,0,NA,8,266.5,366,232.5,108.5,48.5,NA,52,36,2008-06-05
"41",2008-06-12,"B1",7,1,68,0,NA,8,607.5,786,702.5,592,529,NA,463.5,36,2008-06-12
"42",2008-06-21,"B1",7,2,68,0,NA,8,421.5,448.5,338,198,124,NA,96.5,32,2008-06-21
"43",2008-06-28,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-28
"44",2008-07-07,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-07
"45",2008-07-23,"B1",7,2,68,0,NA,14,344.5,342.5,203,190,73.5,NA,32.5,36,2008-07-23
"46",2008-07-30,"B1",7,1,68,0,NA,9,311.5,344,254,207,128,NA,100.5,36,2008-07-30
"47",2008-08-24,"B1",7,2,68,0,NA,12,321,277,189.5,164.5,77.5,NA,34.5,36,2008-08-24
"48",2008-09-09,"B1",7,2,68,0,NA,9,295.5,258,153.5,93.5,44,NA,60.5,36,2008-09-09
"49",2008-09-16,"B1",7,1,68,0,NA,9,293.5,287,249.5,175,118,NA,136.5,36,2008-09-16
"50",2008-09-25,"B1",7,2,68,0,NA,10,300.5,198,179,143.5,22,NA,37.5,36,2008-09-25
"51",2008-10-02,"B1",7,1,68,0,NA,9,318.5,311.5,226,169,35.5,NA,39,36,2008-10-02
"52",2008-10-18,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-10-18
"53",2008-10-27,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-10-27
"54",2008-11-03,"B1",7,1,68,0,NA,9,409,604,386,151,27,NA,NA,32,2008-11-03
"55",2008-11-12,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-11-12
"56",2008-11-19,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-11-19
"57",2008-12-05,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-12-05
"58",2008-12-21,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-12-21
"59",2008-12-30,"B1",7,2,68,0,NA,9,501,647,502.5,115,35,NA,18.5,32,2008-12-30
"60",2009-01-06,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-06
"61",2009-01-15,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-15
"62",2009-01-31,"B1",7,2,68,0,NA,13,322.5,436,228.5,114.5,46.5,NA,16,32,2009-01-31
"63",2009-03-11,"B1",7,1,68,0,NA,8,202.5,262,155,169,61,NA,64.5,36,2009-03-11
"64",2009-03-27,"B1",7,1,68,0,NA,9,238,245,210.5,185,90.5,NA,58.5,32,2009-03-27
"65",2009-04-05,"B1",7,2,68,0,NA,13,234.5,211,143,122,53.5,NA,22,36,2009-04-05
"66",2009-04-21,"B1",7,2,68,0,NA,9,236,249,165.5,132,51,NA,31.5,32,2009-04-21
"67",2009-04-28,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-04-28
"68",2009-05-07,"B1",7,2,68,0,NA,8,440,662,387,163,82,NA,42,18,2009-05-07
"69",2009-05-14,"B1",7,1,68,0,NA,9,495,727,487.5,330,249,NA,191,36,2009-05-14
"70",2009-06-15,"B1",7,1,68,0,NA,8,636,772,689.5,617.5,575.5,NA,460,36,2009-06-15
"71",2009-06-24,"B1",7,2,68,0,NA,8,351,420.5,266.5,166,104,NA,54,36,2009-06-24
"72",2009-07-17,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-07-17
"73",2009-07-26,"B1",7,2,68,0,NA,8,335.5,313.5,203.5,174,96.5,NA,79.5,36,2009-07-26
"74",2009-08-02,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-08-02
"75",2009-08-18,"B1",7,1,68,0,NA,9,213.5,237.5,153,119,52,NA,44,36,2009-08-18
"76",2009-08-27,"B1",7,2,68,0,NA,12,293.5,290.5,162,144,65,NA,46,36,2009-08-27
"77",2009-09-12,"B1",7,2,68,0,NA,10,253.5,268.5,154,115,69,NA,36,36,2009-09-12
"78",2009-09-28,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-09-28
"79",2009-10-14,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-10-14
"80",2009-10-30,"B1",7,2,224,0,NA,112,767,836,742,658.5,580,NA,446.5,32,2009-10-30
"81",2009-11-15,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-11-15
"82",2009-11-22,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-11-22
"83",2009-12-01,"B1",7,2,68,0,NA,8,510,651,432,130.5,51,NA,17,32,2009-12-01
"84",2009-12-17,"B1",7,2,68,0,NA,9,540.5,625,440.5,135.5,72,NA,37,32,2009-12-17
"85",2009-12-24,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-12-24
"86",2010-01-02,"B1",7,2,68,0,NA,9,534,646.5,430,137,35,NA,58,32,2010-01-02
"87",2010-01-09,"B1",7,1,68,0,NA,9,483.5,685.5,454.5,128,51.5,NA,74.5,32,2010-01-09
"88",2010-01-25,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-01-25
"89",2010-02-26,"B1",7,1,68,0,NA,9,442,612.5,552.5,328,207,NA,172,32,2010-02-26
"90",2010-03-14,"B1",7,1,68,0,NA,9,270,399,374.5,204,85.5,NA,77,32,2010-03-14
"91",2010-03-30,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-03-30
"92",2010-04-08,"B1",7,2,68,0,NA,11,278,262,204,139,64,NA,44,36,2010-04-08
"93",2010-04-15,"B1",7,1,68,0,NA,9,262.5,326.5,251.5,240,140,NA,99.5,36,2010-04-15
"94",2010-04-24,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-04-24
"95",2010-05-10,"B1",7,2,68,0,NA,9,274,329,243,210.5,113,NA,106,36,2010-05-10
"96",2010-05-26,"B1",7,2,68,0,NA,8,209.5,219,172,126,49,NA,42,36,2010-05-26
"97",2010-06-02,"B1",7,1,68,0,NA,8,564.5,637,615,601,510.5,NA,406,40,2010-06-02
"98",2010-06-18,"B1",7,1,68,0,NA,8,562,692.5,593,511,435,NA,369.5,36,2010-06-18
"99",2010-06-27,"B1",7,2,68,0,NA,8,267,337.5,212,144,49.5,NA,31,36,2010-06-27
"100",2010-07-04,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-07-04
"101",2010-07-13,"B1",7,2,68,0,NA,9,338.5,363,233,170,84,NA,55,36,2010-07-13
"102",2010-08-05,"B1",7,1,68,0,NA,9,255.5,407.5,205,135,63,NA,55.5,36,2010-08-05
"103",2010-08-14,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-08-14
"104",2010-09-15,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-09-15
"105",2010-10-01,"B1",7,2,68,0,NA,10,279.5,264,183.5,169,87.5,NA,53,36,2010-10-01
"106",2010-10-08,"B1",7,1,68,0,NA,8,168,203,143.5,84,36,NA,0,32,2010-10-08
"107",2010-11-02,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-11-02
"108",2010-11-09,"B1",7,1,68,0,NA,9,467,767,703,170.5,43.5,NA,30,32,2010-11-09
"109",2010-11-18,"B1",7,2,68,0,NA,9,512,758.5,591,168,46.5,NA,NA,32,2010-11-18
"110",2010-11-25,"B1",7,1,68,0,NA,9,519.5,805,649,204,98,NA,85,32,2010-11-25
"111",2010-12-11,"B1",7,1,68,0,NA,9,546.5,826.5,618.5,291,220,NA,135.5,32,2010-12-11
"112",2011-01-12,"B1",7,1,68,0,NA,9,394,608,389.5,68,32,NA,NA,32,2011-01-12
"113",2011-01-28,"B1",7,2,68,0,NA,9,391,458,288,135,31,NA,33,16,2011-01-28
"114",2011-02-13,"B1",7,1,68,0,NA,8,366,536.5,316,100,27,NA,60,32,2011-02-13
"115",2011-02-22,"B1",7,2,68,0,NA,9,363,487,278,146,55,NA,28,16,2011-02-22
"116",2011-03-01,"B1",7,1,68,0,NA,9,283,361.5,202,87.5,24,NA,27,32,2011-03-01
"117",2011-03-17,"B1",7,1,68,0,NA,9,260.5,343.5,181,121,22,NA,50,36,2011-03-17
"118",2011-03-26,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2011-03-26
"119",2011-04-11,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2011-04-11
"120",2011-04-18,"B1",7,1,68,0,NA,9,393,454,371,276,216,NA,177.5,36,2011-04-18
"121",2011-04-27,"B1",7,2,68,0,NA,8,281.5,352,199,129,39,NA,42,36,2011-04-27
"122",2011-05-04,"B1",7,1,68,0,NA,8,571.5,703.5,602,515.5,450,NA,362.5,36,2011-05-04
"123",2011-05-13,"B1",7,2,68,0,NA,9,320.5,436.5,258,143.5,70,NA,63,36,2011-05-13
"124",2011-05-20,"B1",7,1,96,0,NA,8,566.5,708,560.5,447,384.5,NA,351.5,36,2011-05-20
"125",2011-05-29,"B1",7,2,68,0,NA,9,479,642.5,405,264,196.5,NA,161,36,2011-05-29
"126",2011-06-05,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2011-06-05
"127",2011-06-14,"B1",7,2,68,0,NA,8,358,414,224,91,60,NA,84,18,2011-06-14
"128",2011-06-21,"B1",7,1,68,0,NA,8,217.5,279,147.5,106.5,59,NA,62,36,2011-06-21
"129",2011-06-30,"B1",7,2,68,0,NA,8,377,428.5,249.5,164,92.5,NA,64,36,2011-06-30
"130",2011-07-07,"B1",7,1,68,0,NA,8,518,602.5,496,412,362,NA,245,36,2011-07-07
"131",2011-07-16,"B1",7,2,68,0,NA,9,295.5,318,176.5,113.5,39.5,NA,54.5,36,2011-07-16
"132",2011-08-01,"B1",7,2,68,0,NA,8,353.5,436.5,264.5,176,85.5,NA,45.5,34,2011-08-01
"133",2011-08-17,"B1",7,2,68,0,NA,10,287,337.5,175,142,64,NA,57.5,32,2011-08-17
"134",2011-08-24,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2011-08-24
"135",2011-09-18,"B1",7,2,68,0,NA,9,296.5,329,218.5,155,70,NA,48,32,2011-09-18
"136",2011-09-25,"B1",7,1,68,0,NA,8,343.5,448.5,270,200,121,NA,75,36,2011-09-25
"137",2011-10-11,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2011-10-11
"138",2011-10-20,"B1",7,2,68,0,NA,8,267.5,264,165.5,141,52,NA,27.5,36,2011-10-20
"139",2011-10-27,"B1",7,1,68,0,NA,8,268.5,291,185,125.5,83,NA,0,32,2011-10-27
"140",2011-12-30,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2011-12-30
"141",2012-01-24,"B1",7,2,68,0,NA,11,426,463.5,296,161,66.5,NA,NA,32,2012-01-24
"142",2012-02-09,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-02-09
"143",2012-02-25,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-02-25
"144",2012-03-03,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-03-03
"145",2012-03-12,"B1",7,2,68,0,NA,8,409.5,437,303,165.5,87,NA,51,40,2012-03-12
"146",2012-03-28,"B1",7,2,68,0,NA,25,404.5,419.5,295.5,259,161,NA,118,36,2012-03-28
"147",2012-04-04,"B1",7,1,68,0,NA,8,342.5,395,266,216,190.5,NA,127,32,2012-04-04
"148",2012-04-20,"B1",7,1,68,0,NA,8,228.5,294,226.5,150,73,NA,87.5,36,2012-04-20
"149",2012-04-29,"B1",7,2,68,0,NA,9,396,408,289.5,270,158.5,NA,97.5,36,2012-04-29
"150",2012-05-22,"B1",7,1,68,0,NA,8,621.5,795.5,603.5,507,432.5,NA,356,36,2012-05-22
"151",2012-05-31,"B1",7,2,68,0,NA,9,382.5,398.5,223.5,192,111.5,NA,72.5,36,2012-05-31
"152",2012-06-07,"B1",7,1,160,0,NA,9,742.5,869.5,739,676,609.5,NA,527,36,2012-06-07
"153",2012-06-23,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-06-23
"154",2012-07-02,"B1",7,2,68,0,NA,97,513,479.5,401,332,191,NA,106,32,2012-07-02
"155",2012-07-18,"B1",7,2,68,0,NA,9,318,364.5,193.5,133,72.5,NA,54.5,36,2012-07-18
"156",2012-08-03,"B1",7,2,68,0,NA,16,407,379.5,204.5,171,95.5,NA,79,36,2012-08-03
"157",2012-08-10,"B1",7,1,68,0,NA,8,411,416.5,271,208,128,NA,112,36,2012-08-10
"158",2012-08-19,"B1",7,2,68,0,NA,30,468.5,470,311.5,233,97,NA,81,36,2012-08-19
"159",2012-08-26,"B1",7,1,68,0,NA,9,362.5,403.5,293.5,218,144.5,NA,105.5,32,2012-08-26
"160",2012-09-04,"B1",7,2,68,0,NA,64,480,463,298,252,168.5,NA,107,32,2012-09-04
"161",2012-10-13,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-10-13
"162",2012-10-29,"B1",7,1,68,0,NA,8,233,285.5,171.5,93.5,69,NA,43,32,2012-10-29
"163",2012-11-07,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-11-07
"164",2012-11-14,"B1",7,1,68,0,NA,9,411,477.5,385,274.5,267,NA,210.5,32,2012-11-14
"165",2012-11-23,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2012-11-23
"166",2012-11-30,"B1",7,1,68,0,NA,9,326.5,409.5,298,200,120.5,NA,128,32,2012-11-30
"167",2012-12-09,"B1",7,2,68,0,NA,9,360.5,365,235,112,52.5,NA,75,32,2012-12-09
"168",2013-01-17,"B1",7,1,68,0,NA,9,371,511,260.5,102,67,NA,NA,32,2013-01-17
"169",2013-02-02,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-02-02
"170",2013-02-18,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-02-18
"171",2013-02-27,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-02-27
"172",2013-03-06,"B1",7,1,68,0,NA,8,280,488.5,358,148.5,76,NA,52,34,2013-03-06
"173",2013-03-15,"B1",7,2,72,0,NA,50,578,635,606,619.5,423.5,NA,331,2,2013-03-15
"174",2013-03-22,"B1",7,1,68,0,NA,9,236,303.5,244,191,81,NA,47,36,2013-03-22
"175",2013-03-31,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-03-31
"176",2013-04-07,"B1",7,1,68,0,NA,8,260.5,299,203.5,178,75.5,NA,44,36,2013-04-07
"177",2013-04-23,"B1",7,1,68,0,NA,9,357,375.5,333,267,167,NA,151,36,2013-04-23
"178",2013-05-01,"B1",8,1,324,0,68,NA,351.5,418.5,343.5,270,240.5,240.5,206.5,NA,2013-05-01
"179",2013-05-02,"B1",7,2,68,0,NA,8,356,367.5,302.5,244.5,166,NA,158.5,36,2013-05-02
"180",2013-05-09,"B1",7,1,68,0,NA,9,414.5,481,423,365,302.5,NA,246,36,2013-05-09
"181",2013-05-18,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-05-18
"182",2013-05-25,"B1",7,1,160,0,NA,9,903,1066.5,1051,1025.5,879.5,NA,759,40,2013-05-25
"183",2013-06-02,"B1",8,1,324,0,68,NA,993.5,1333,1106.5,892,814.5,814.5,698.5,NA,2013-06-02
"184",2013-06-03,"B1",7,2,68,0,NA,8,439,722.5,418.5,192,111.5,NA,104,36,2013-06-03
"185",2013-06-10,"B1",7,1,68,0,NA,9,741,950,845,692.5,661,NA,580.5,36,2013-06-10
"186",2013-06-18,"B1",8,1,324,0,68,NA,778.5,870.5,786.5,730.5,662,662,582,NA,2013-06-18
"187",2013-06-19,"B1",7,2,68,0,NA,8,259,260.5,188,158,80,NA,72.5,36,2013-06-19
"188",2013-06-26,"B1",7,1,68,0,NA,8,596.5,710,657,604,523,NA,462.5,40,2013-06-26
"189",2013-06-27,"B1",8,2,324,0,68,NA,420,428,309,187,54.5,54.5,32,NA,2013-06-27
"190",2013-07-28,"B1",7,1,68,0,NA,9,333.5,356,257.5,224,149,NA,89.5,40,2013-07-28
"191",2013-07-29,"B1",8,2,324,0,68,NA,266,285.5,161,93,44,44,29.5,NA,2013-07-29
"192",2013-08-13,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-08-13
"193",2013-09-14,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013-09-14
"194",2013-09-15,"B1",8,2,324,0,68,NA,212,209.5,105.5,51,31,31,21.5,NA,2013-09-15
"195",2013-09-23,"B1",7,2,68,0,NA,9,185,185,126,96.5,57.5,NA,24,36,2013-09-23
"196",2013-09-30,"B1",7,1,68,0,NA,9,160.5,188,88,79,71,NA,12,36,2013-09-30
"197",2013-10-01,"B1",8,2,324,0,68,NA,179,167,96,43.5,26.5,26.5,20.5,NA,2013-10-01
"198",2013-10-08,"B1",8,1,324,0,68,NA,185,185.5,106,55,45,45,37.5,NA,2013-10-08
"199",2013-10-16,"B1",7,1,68,0,NA,8,186,188,102.5,90,24,NA,39.5,32,2013-10-16
"200",2013-10-17,"B1",8,2,324,0,68,NA,200,180.5,109,49,21.5,21.5,13,NA,2013-10-17
"201",2013-10-25,"B1",7,2,68,0,NA,8,251.5,201.5,137,75,39.5,NA,28.5,36,2013-10-25
"202",2013-11-01,"B1",7,1,68,0,NA,9,191,219,131,96.5,55.5,NA,28,32,2013-11-01
"203",2013-11-02,"B1",8,2,324,0,68,NA,226,247,135.5,45,28,28,19.5,NA,2013-11-02
"204",2013-11-09,"B1",8,1,324,0,68,NA,240,300,164.5,37,21,21,18,NA,2013-11-09
"205",2013-11-25,"B1",8,1,324,0,68,NA,219.5,334,151.5,NA,2.5,2.5,7.5,NA,2013-11-25
"206",2013-12-11,"B1",8,1,324,0,68,NA,274.5,436.5,231,16.5,27,27,25,NA,2013-12-11
"207",2013-12-19,"B1",7,1,68,0,NA,9,336.5,467.5,256.5,151,90,NA,56.5,32,2013-12-19
"208",2013-12-27,"B1",8,1,324,0,68,NA,244,404.5,194,7,17.5,17.5,18,NA,2013-12-27
"209",2014-01-05,"B1",8,2,324,0,68,NA,351,486,258.5,37.5,17,17,17.5,NA,2014-01-05
"210",2014-01-12,"B1",8,1,324,0,68,NA,297,479.5,244.5,16.5,17,17,15,NA,2014-01-12
"211",2014-01-13,"B1",7,2,68,0,NA,9,414,558.5,319.5,108,33,NA,17.5,32,2014-01-13
"212",2014-01-20,"B1",7,1,68,0,NA,9,329.5,536,311,100,48.5,NA,NA,32,2014-01-20
"213",2014-01-21,"B1",8,2,324,0,68,NA,384.5,555,325,65.5,49,49,41,NA,2014-01-21
"214",2014-01-28,"B1",8,1,324,0,132,NA,191.5,448.5,206,NA,6.5,6.5,13,NA,2014-01-28
"215",2014-01-29,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-01-29
"216",2014-02-14,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-02-14
"217",2014-02-22,"B1",8,2,324,0,68,NA,310.5,365.5,211.5,106.5,70.5,70.5,52.5,NA,2014-02-22
"218",2014-03-09,"B1",7,1,68,0,NA,9,223,359.5,188,103,35.5,NA,25.5,32,2014-03-09
"219",2014-03-10,"B1",8,2,324,0,68,NA,304,396.5,195,54,34,34,27.5,NA,2014-03-10
"220",2014-03-17,"B1",8,1,324,0,68,NA,315,442,260,169.5,177,177,158,NA,2014-03-17
"221",2014-03-18,"B1",7,2,68,0,NA,33,523,624,487,467,415,NA,349,21,2014-03-18
"222",2014-03-25,"B1",7,1,72,0,NA,9,375,491,357.5,302,223,NA,168.5,36,2014-03-25
"223",2014-04-02,"B1",8,1,324,0,68,NA,395.5,568.5,338.5,212.5,196,196,173.5,NA,2014-04-02
"224",2014-04-03,"B1",7,2,68,0,NA,9,368,400,249,141,53.5,NA,56,36,2014-04-03
"225",2014-04-11,"B1",8,2,324,0,68,NA,343,552.5,248,53,36.5,36.5,32.5,NA,2014-04-11
"226",2014-05-04,"B1",8,1,324,0,68,NA,543,684,542.5,499,507.5,507.5,449.5,NA,2014-05-04
"227",2014-05-05,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-05-05
"228",2014-05-12,"B1",7,1,68,0,NA,9,365,432,346.5,256,193.5,NA,135.5,36,2014-05-12
"229",2014-05-21,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-05-21
"230",2014-06-05,"B1",8,1,324,0,68,NA,313,402.5,212,123.5,114.5,114.5,100,NA,2014-06-05
"231",2014-06-06,"B1",7,2,68,0,NA,8,304.5,329,215.5,157,110.5,NA,40,36,2014-06-06
"232",2014-06-14,"B1",8,2,324,0,68,NA,442,500,370,286,200.5,200.5,156,NA,2014-06-14
"233",2014-06-21,"B1",8,1,416,0,44,NA,694.5,839,676.5,601,556,556,470.5,NA,2014-06-21
"234",2014-06-22,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2014-06-22
"235",2014-06-29,"B1",7,1,68,0,NA,9,520.5,736.5,574.5,416.5,386.5,NA,300.5,36,2014-06-29
"236",2014-06-30,"B1",8,2,324,0,68,NA,305.5,520,255.5,87.5,63,63,52,NA,2014-06-30
"237",2014-07-16,"B1",8,2,324,0,68,NA,230.5,296,162,86.5,68,68,48.5,NA,2014-07-16
"238",2014-07-24,"B1",7,2,68,0,NA,8,431.5,469.5,339,277,160.5,NA,112,36,2014-07-24
"239",2014-08-08,"B1",8,1,324,0,68,NA,290,344,232,172,160,160,131.5,NA,2014-08-08
"240",2014-08-16,"B1",7,1,68,0,NA,8,236.5,260,197,138,74,NA,44,32,2014-08-16
